Station,ID,Elev,Latitude,Longitude,County,River Basin
PRISONERS POINT,PPT,0,38.066,-121.562,SAN JOAQUIN,DELTA
PROSSER CREEK RESERVOIR,PRS,5622,39.3794,-120.1367,NEVADA,TRUCKEE R
PULGAS,PUL,644,37.475,-122.298,SAN MATEO,SAN MATEO CREEK
PUTAH CK BLW DRY CK AT MIDDLETOWN,PBM,1080,38.76,-122.6153,LAKE,PUTAH CR
PYRAMID,PYM,2606,34.633,-118.75,LOS ANGELES,U SANTA CLARA R
QUAKING ASPEN,QUA,7200,36.11753845,-118.5399399,TULARE,TULE R
QUARTZ HILL,QTZ,4238,41.6,-122.929,SISKIYOU,SCOTT R
QUINCY (DWR),QCY,3408,39.935,-120.95,PLUMAS,FEATHER R
QUINCY (DWR-2),QRM,3420,39.9366,-120.9475,PLUMAS,FEATHER R
QUINCY RADIO STATION,QRD,3420,39.9366,-120.9475,PLUMAS,FEATHER R
QUINCY RANGER DISTRICT,QYR,3500,39.975,-120.941,PLUMAS,FEATHER R
QUINCY RS (USFS),QNC,3420,39.96,-120.95,PLUMAS,FEATHER R
RAILROAD FLAT,RRF,2720,38.314,-120.543,CALAVERAS,CALAVERAS R
RAINBOW DIVERSION DAM,RBW,1297,39.371,-122.605,COLUSA,STONY CR
RANCHITA,RAN,3450,33.222221,-116.497498,SAN DIEGO,SAN LUIS REY R
RANCHO CORDOVA,RNC,72,38.604,-121.311,SACRAMENTO,AMERICAN R
RATTLESNAKE,RTL,6100,40.125,-121.043,PLUMAS,FEATHER R
RAVENDALE,RAV,5298,40.731,-120.316,LASSEN,SUSAN R
READER RANCH,RDH,2025,39.304,-121.117,NEVADA,YUBA R
RED ROCK MOUNTAIN,RRM,6700,41.023,-122.885,TRINITY,TRINITY R
REDDING,RED,500,40.516,-122.291,SHASTA,SACRAMENTO R
REDDING AIRPORT,RDD,502,40.5,-122.3,SHASTA,SACTO VLY NE
REDDING FIRE STATION,RFS,740,40.5736,-122.4193,SHASTA,SACTO VLY NE
REDWOOD CREEK AT ORICK,ORK,36,41.2992897,-124.0511856,HUMBOLDT,REDWOOD CR
RELIEF,RLF,7220,38.267,-119.733,TUOLUMNE,STANISLAUS R
RICE VALLEY,RIC,820,34.063,-114.707,RIVERSIDE,COLORADO R
RIO VISTA,RIV,0,38.159737,-121.686355,SOLANO,DELTA
RIPON,RPN,35,37.73,-121.109,SAN JOAQUIN,STANISLAUS R
RIVERSIDE AIRPORT,RVE,827,33.951946,-117.444168,RIVERSIDE,SANTA ANA R
ROBBS POWERHOUSE,RBP,5150,38.90238,-120.376543,EL DORADO,AMERICAN R
ROBBS SADDLE,RBB,5900,38.911534,-120.379299,EL DORADO,AMERICAN R
ROBIDART RANCH,RBR,315,38.137,-121.031,SAN JOAQUIN,CALAVERAS R
ROBINSON COW CAMP,RCC,6480,39.6219,-120.68,SIERRA,YUBA R
ROCK CAMP,RCM,4924,34.288,-117.213,SAN BERNARDINO,MOJAVE DESERT
ROCK CREEK LAKES,RCK,9700,37.45730209,-118.7350693,INYO,OWENS R
ROCK CREEK NEAR MAMMOTH LAKES,RKC,7040,37.551,-118.667,MONO,OWENS R
RODDY RANCH GOLF CLUB,RRG,403,37.9236,-121.7858,CONTRA COSTA,EAST BAY
ROGERS CAMP,RGC,6200,36.108,-118.637,TULARE,TULE R
ROSE PEAK,RSP,3060,37.502,-121.736,ALAMEDA,EAST BAY
ROSE VALLEY,ROV,3331,34.536,-119.184,VENTURA,U SANTA CLARA R
ROUGH AND READY ISLAND,RRI,15,37.963,-121.365,SAN JOAQUIN,SAN JOAQUIN R
ROUND MOUNTAIN (CDF),RND,5258,41.42,-121.458,SISKIYOU,PIT R
RUBICON LAKE,RBL,6800,38.967,-120.217,EL DORADO,AMERICAN R
RUBICON PEAK 2,RP2,7500,39.001,-120.14,EL DORADO,LAKE TAHOE
RUSH CREEK POWER HOUSE,RSH,7240,37.769,-119.131,MONO,MONO LAKE
RUSSIAN RIVER AT CLOVERDALE,CLV,107,38.87934875,-123.0536118,MENDOCINO,RUSSIAN R
RUSSIAN RIVER NEAR HACIENDA BRIDGE,HAC,20,38.50852203,-122.9277725,SONOMA,RUSSIAN R
RUSSIAN RIVER NEAR HEALDSBURG,HEA,108,38.6132431,-122.83638,SONOMA,RUSSIAN R
RUSSIAN RIVER NEAR HOPLAND,HOP,498,39.02656174,-123.1305618,MENDOCINO,RUSSIAN R
RUTH LAKE,RTH,2700,40.319,-123.372,HUMBOLDT,MAD R
SACATA REPEATER,SC1,3520,36.9153,-119.2075,FRESNO,KINGS R
SACRAMENTO EXECUTIVE AIRPORT,SAE,21,38.506943,-121.495003,SACRAMENTO,SACRAMENTO R
SACRAMENTO INTERNATIONAL AIRPORT,SMF,17,38.686,-121.587,SACRAMENTO,SACTO VLY WEST
SACRAMENTO R AT HAMILTON CITY-MAIN CH,HMC,145,39.75092316,-121.997879,GLENN,SACRAMENTO R
SACRAMENTO R AT ORD FERRY-MAIN CHANNEL,ORD,115,39.62813187,-121.9931793,GLENN,SACRAMENTO R
SACRAMENTO R AT RED BLUFF DIVERSION DAM,RDB,236,40.15436172,-122.2019501,TEHAMA,SACRAMENTO R
SACRAMENTO R DOWNSTREAM OF ISLETON,SOI,5,38.17548,-121.656863,SACRAMENTO,SACRAMENTO R
SACRAMENTO RIVER AT BEND BRIDGE,BND,286,40.28848648,-122.1866608,TEHAMA,SACRAMENTO R
SACRAMENTO RIVER AT BUTTE CITY,BTC,99,39.45783997,-121.9941635,GLENN,SACRAMENTO R
SACRAMENTO RIVER AT COLUSA,COL,-3,39.21405792,-122.0002518,COLUSA,SACRAMENTO R
SACRAMENTO RIVER AT DELTA,DLT,1075,40.93959427,-122.4172363,SHASTA,SACRAMENTO R
SACRAMENTO RIVER AT FREEPORT,FPT,0,38.45,-121.5,SACRAMENTO,SACRAMENTO R
SACRAMENTO RIVER AT HOOD,SRH,4,38.36798096,-121.5199585,SACRAMENTO,SACRAMENTO R
SACRAMENTO RIVER AT MALLARD ISLAND,MAL,0,38.04280472,-121.9200897,CONTRA COSTA,SACRAMENTO R
SACRAMENTO RIVER AT RIO VISTA BRIDGE,RVB,0,38.159737,-121.686355,SOLANO,SACRAMENTO R
SACRAMENTO RIVER AT VERONA,VON,43,38.77415466,-121.5980682,SUTTER,SACRAMENTO R
SACRAMENTO RIVER AT VINA BRIDGE-MAIN CH,VIN,185,39.90873718,-122.0924683,TEHAMA,SACRAMENTO R
SACRAMENTO RIVER BELOW GEORGIANA SLOUGH,GES,0,38.2389,-121.5234,SACRAMENTO,SACRAMENTO R
SACRAMENTO RIVER BELOW WILKINS SLOUGH,WLK,30,39.00989532,-121.8246918,SUTTER,SACRAMENTO R
SACTO R AT FREMONT WEIR (CREST 33.5'),FRE,40,38.75925827,-121.6672745,YOLO,SACRAMENTO R
SADDLE CAMP,SAD,3850,40.167,-122.8,TEHAMA,COTTONWOOD CR
SADDLEBACK,SBK,6670,39.475,-120.2025,SIERRA,YUBA R
SADDLEBACK BUTTE,SDD,2590,34.668,-117.821,LOS ANGELES,ANTELOPE VALLEY
SALINAS RIVER AT PASO ROBLES,PAS,700,35.628582,-120.6843338,SAN LUIS OBISPO,SALINAS R
SALINAS RIVER NEAR BRADLEY,BRA,443,35.93024445,-120.8687897,MONTEREY,SALINAS R
SALINAS RIVER NEAR SPRECKELS,SPR,53,36.63106918,-121.6724472,MONTEREY,SALINAS R
SALT SLOUGH AT HWY 165 NR STEVINSON,SSH,75,37.2478,-120.8511,MERCED,SAN JOAQUIN R
SALT SPRINGS,SLS,3700,38.497,-120.216,AMADOR,MOKELUMNE R
SALT SPRINGS PH (PG&E),SSR,3700,38.498,-120.219,CALAVERAS,MOKELUMNE R
SAN ANDREAS LANDING,SAL,0,38.104,-121.591,SAN JOAQUIN,DELTA
SAN ANTONIO RESERVOIR,SAT,468,37.573,-121.848,ALAMEDA,ALAMEDA CR
SAN ANTONIO RESERVOIR,SNV,498,37.577227,-121.845818,ALAMEDA,ALAMEDA CR
SAN BERNARDINO COUNTY YARD,SCY,1042,34.104,-117.268,SAN BERNARDINO,SANTA ANA R
SAN DIEGO NWS-LINDBERGH FIELD,SDG,13,32.733,-117.167,SAN DIEGO,SAN DIEGO R
SAN DIMAS CK AT PUDDINGSTON DIVERSN,PUD,1130,34.121,-117.782,LOS ANGELES,SAN GABRIEL R
SAN DIMAS DAM,SND,1350,34.153,-117.771,LOS ANGELES,SAN GABRIEL R
SAN FRANCISCO,SFN,150,37.770557,-122.426941,SAN FRANCISCO,SF BAY
SAN JOAQUIN 5-STATION PRECIP INDEX,5SI,0,37.74,-119.583,none specified,SAN JOAQUIN R
SAN JOAQUIN R ABV MERCED R NR NEWMAN,SMN,60,37.34721375,-120.976181,SAN JOAQUIN,SAN JOAQUIN R
SAN JOAQUIN R AT BRANDT BRIDGE,BDT,0,37.865,-121.3231,SAN JOAQUIN,SAN JOAQUIN R
SAN JOAQUIN R AT FREMONT FORD BRIDGE,FFB,65,37.30994034,-120.9310379,MERCED,SAN JOAQUIN R
SAN JOAQUIN R AT MAZE RD BRIDGE,MRB,39,37.6414,-121.2276,STANISLAUS,SAN JOAQUIN R
SAN JOAQUIN R BLW OLD R NEAR LATHROP,SJL,10,37.8111496,-121.3240356,SAN JOAQUIN,SAN JOAQUIN R
SAN JOAQUIN R MCCUNE STATION NR VERNALIS,SJR,32,37.67929,-121.26511,SAN JOAQUIN,SAN JOAQUIN R
SAN JOAQUIN R NR CROWS LANDING,SCL,60,37.43188095,-121.0138168,STANISLAUS,SAN JOAQUIN R
SAN JOAQUIN R NR DOS PALOS,SDP,116,36.994,-120.5015,FRESNO,SAN JOAQUIN R
SAN JOAQUIN R NR WASHINGTON RD,SWA,109,37.11532,-120.587,MERCED,SAN JOAQUIN R
SAN JOAQUIN RIVER AT ANTIOCH,ANH,10,38.0178299,-121.8029633,CONTRA COSTA,SAN JOAQUIN R
SAN JOAQUIN RIVER AT GRAVELLY FORD,GRF,170,36.798,-120.16,FRESNO,SAN JOAQUIN R
SAN JOAQUIN RIVER AT JERSEY POINT (USGS),SJJ,10,38.052,-121.689,SAN JOAQUIN,SAN JOAQUIN R
SAN JOAQUIN RIVER AT MOSSDALE BRIDGE,MSD,31,37.786,-121.306,SAN JOAQUIN,SAN JOAQUIN R
SAN JOAQUIN RIVER NEAR MENDOTA,MEN,170,36.81050491,-120.3782272,FRESNO,SAN JOAQUIN R
SAN JOAQUIN RIVER NEAR NEWMAN,NEW,90,37.35049438,-120.97715,MERCED,SAN JOAQUIN R
SAN JOAQUIN RIVER NEAR PATTERSON,SJP,97,37.494,-121.081,STANISLAUS,SAN JOAQUIN R
SAN JOAQUIN RIVER NEAR STEVINSON,SJS,82,37.295,-120.851,MERCED,SAN JOAQUIN R
SAN JOAQUIN RIVER NEAR VERNALIS,VNS,35,37.67604065,-121.2663269,SAN JOAQUIN,SAN JOAQUIN R
SAN JOSE (ALERT),SJE,58,37.362,-121.927,SANTA CLARA,LOS GATOS CR (NEAR SAN JOSE)
SAN LEANDRO BAY,SLE,10,37.7,-122.217,ALAMEDA,SF BAY
SAN LUIS RESERVOIR,SNL,543,37.033,-121.133,MERCED,SAN LUIS CR
SAN MIGUEL,SMG,425,32.685,-116.974,SAN DIEGO,SWEETWATER R
SAN RAFAEL HILLS,SRA,1770,34.1942,-118.2125,LOS ANGELES,LOS ANGELES R
SAND FLAT,SDF,6750,41.3504,-122.2464,SISKIYOU,SACRAMENTO R
SANGUINETTI RANCH,SNR,238,37.993,-120.981,SAN JOAQUIN,SAN JOAQUIN R
SANTA FE,SAF,500,34.1261,-117.9464,LOS ANGELES,SAN GABRIEL R
SANTA MARGARITA BOOSTER,SMB,1100,35.374,-120.637,SAN LUIS OBISPO,SALINAS R
SANTA RITA,SRI,5000,36.348,-120.598,SAN BENITO,SAN BENITO R
SANTA ROSA (CDF),STA,560,38.479,-122.712,SONOMA,RUSSIAN R
SANTA ROSA ISLAND,ROS,1250,33.967,-120.067,SANTA BARBARA,S BARBARA COAST
SANTA ROSA PLATEAU,SAR,1980,33.529,-117.231,RIVERSIDE,SAN JACINTO R
SAUGUS,SAU,1450,34.425,-118.525,LOS ANGELES,SANTA CLARA R
SAWMILL,SWM,10200,37.1619339,-118.5625229,INYO,OWENS R
SAWYERS BAR,SYB,4500,41.3,-123.117,SISKIYOU,SALMON R
SCHNEIDERS,SCN,8750,38.747,-120.068,EL DORADO,AMERICAN R
SCORPION,SCP,4400,41.112,-122.697,TRINITY,TRINITY R
SCOTT DAM,SCD,1807,39.4083,-122.9586,LAKE,EEL R
SCOTT MOUNTAIN,SCT,5900,41.272,-122.718,SISKIYOU,SCOTT R
SCOTT RIVER NEAR FORT JONES,SFJ,2623,41.64068985,-123.0150375,SISKIYOU,KLAMATH R
SECRET TOWN,SRT,2720,39.183,-120.883,NEVADA,BEAR R
SEVEN OAKS DAM,SVO,2610,34.1178,-117.0978,SAN BERNARDINO,SANTA ANA R
SF TUOLUMNE R NR OAKLAND REC CAMP,STO,2800,37.8217,-120.0119,TUOLUMNE,TUOLUMNE R
SHASTA DAM (USBR),SHA,1067,40.718,-122.42,SHASTA,SACRAMENTO R
SHASTA DAM (DWR-2),SYM,1067,40.718,-122.42,SHASTA,SACRAMENTO R
SHASTA DAM (USBR),SHS,1100,40.717,-122.417,SHASTA,SACRAMENTO R
SHASTA DAM (WATER QUALITY),SHD,580,40.7161,-122.4253,SHASTA,SACRAMENTO R
SHASTA R BLW CTY RD A-12 NR GRENADA,SBG,2490,41.64907,-122.49917,SISKIYOU,SHASTA R
SHAVER,SAV,5746,37.135,-119.25611,FRESNO,SAN JOAQUIN R
SHEEP RANCH,SHR,2370,38.21,-120.462,CALAVERAS,CALAVERAS R
SHIMMY LAKE,SHM,6400,41.008,-122.8,TRINITY,TRINITY R
SHINGLETOWN,SHI,3630,40.496,-121.85,SHASTA,SACTO VLY WEST
SIERRA CITY,SRC,4700,39.5678,-120.6528,SIERRA,YUBA R
SIERRAVILLE (DWR),SVL,4975,39.583,-120.367,SIERRA,FEATHER R
SIERRAVILLE RS (DWR-2),SVM,4975,39.583,-120.367,SIERRA,FEATHER R
SIERRAVILLE RS (USFS),SRR,4975,39.583,-120.367,SIERRA,FEATHER R
SILVER LAKE,SIL,7100,38.678,-120.118,EL DORADO,AMERICAN R
SILVER LAKE RESERVOIR,SIV,7134,38.669,-120.121,AMADOR,AMERICAN R
SIMI VALLEY,SMV,914,34.2912,-118.7976,VENTURA,SANTA CLARA R
SLAB CREEK,SLB,1850,38.7725,-120.6994,EL DORADO,AMERICAN R
SLATE CREEK,SLT,5700,41.045,-122.478,SHASTA,SACRAMENTO R
SLATE CREEK TUNNEL,SLA,9999,39.616,-121.051,PLUMAS,YUBA R
SLATER BUTTE,SRB,4670,41.858,-123.354,SISKIYOU,KLAMATH R
SLIDE CANYON,SLI,9200,38.092,-119.43,TUOLUMNE,TUOLUMNE R
SLY CREEK,SLC,3536,39.584,-121.116,BUTTE,FEATHER R
SLY PARK,SLP,3530,38.718,-120.563,EL DORADO,COSUMNES R
SMITH MOUNTAIN,SMI,3920,36.083,-120.608,MONTEREY,SALINAS R
SMITH PEAK RAWS,SEW,3871,37.8005,-120.1008,TUOLUMNE,TUOLUMNE R
SMITH RIVER AT DR FINE BRIDGE,DRF,63,41.883,-124.133,DEL NORTE,SMITH R
SNOW MOUNTAIN,SNM,5950,40.778,-121.782,SHASTA,PIT R
SODA CREEK,SOD,1773,39.433,-122.983,HUMBOLDT,EEL R
SONOMA COUNTY AIRPORT (SANTA ROSA),SNO,114,38.503887,-122.81028,SONOMA,RUSSIAN R
SONORA PASS BRIDGE,SPS,8750,38.318,-119.601,MONO,WALKER R
SONORA RS,SOR,1749,37.983,-120.383,TUOLUMNE,TUOLUMNE R
SOUTH CANAL FROM BEAR RIVER,BEV,1980,39.133,-120.953,PLACER,BEAR R
SOUTH ENTRANCE YOSEMITE,SEY,5120,37.5,-119.633,MARIPOSA,MERCED R
SOUTH FORK EEL RIVER AT LEGGETT,LEG,747,39.87459564,-123.7205811,MENDOCINO,EEL R
SOUTH FORK MOUNTAIN,SHK,3450,40.657,-122.525,SHASTA,SACRAMENTO R
SOUTH LAKE,SLK,9600,37.17590332,-118.5626602,INYO,OWENS R
SOUTH LAKE TAHOE AIRPORT,SLH,6314,38.898335,-119.99472,EL DORADO,TRUCKEE R
SPANISH LAKE,SPA,4840,36.262,-120.526,FRESNO,LOS GATOS CR (NEAR COALINGA)
SPICER MEADOWS,SPM,6516,38.393,-119.998,TUOLUMNE,STANISLAUS R
SPRATT CREEK,SPT,6150,38.66627,-119.81742,ALPINE,CARSON R
SPRING CREEK DEBRIS DAM,SPC,816,40.629,-122.474,SHASTA,SACRAMENTO R
SPRING GAP FOREBAY (PG&E),SFB,5100,38.172,-120.103,CALAVERAS,STANISLAUS R
SPRING VALLEY,SVA,1075,37.5625,-122.436,SAN MATEO,SAN MATEO CREEK
SPRINGVILLE TULE POWERPLANT,SGV,4070,36.1631,-118.7072,TULARE,TULE R
SQUAW LAKE,SQK,300,32.908,-114.494,IMPERIAL,COLORADO R
SQUAW PEAK,SQP,4964,42.0697,-123.0117,SISKIYOU,KLAMATH R
SQUAW SPRINGS,SWS,3620,35.3683,-117.5703,SAN BERNARDINO,MOJAVE DESERT
SQUAW VALLEY GOLD COAST,SQV,8200,39.194,-120.276,PLACER,TRUCKEE R
ST. HELENA 4WSW,SH4,1729,38.493056,-122.539722,NAPA,NAPA R
STAMPEDE,STP,5956,39.471,-120.103,SIERRA,TRUCKEE R
STANISLAUS MEADOW,SLM,7750,38.5055,-119.9373,ALPINE,STANISLAUS R
STANISLAUS POWERHOUSE,SPW,1060,38.133,-120.367,CALAVERAS,STANISLAUS R
STANISLAUS R AT ORANGE BLOSSOM BRIDGE,OBB,117,37.783,-120.75,STANISLAUS,STANISLAUS R
STANISLAUS RIVER AT RIPON,RIP,73,37.7296524,-121.1104965,SAN JOAQUIN,STANISLAUS R
STATE LAKES,STL,10300,36.927,-118.574,FRESNO,KINGS R
STATEN ISLAND,STI,0,38.117,-121.497,SAN JOAQUIN,DELTA
STEAMBOAT SLOUGH NR SACRAMENTO R,SXS,5,38.191267,-121.637881,SACRAMENTO,SACRAMENTO R
STOCKTON AIRPORT,SOC,27,37.889999,-121.226387,SAN JOAQUIN,LITTLEJOHN CR
STOCKTON FIRE STATION,SFS,14,37.999,-121.319,SAN JOAQUIN,SAN JOAQUIN R
STONY GORGE RESERVOIR,STG,800,39.583,-122.533,GLENN,STONY CR
STOUTS MEADOW,STM,5400,41.17,-121.938,SHASTA,MC CLOUD R
STRAWBERRY,SWB,5620,38.2,-119.983,TUOLUMNE,STANISLAUS R
STRAWBERRY VALLEY,SBY,3810,39.564,-121.106,YUBA,FEATHER R
STRAWBERRY VALLEY,STV,3808,39.567,-121.1,YUBA,FEATHER R
SUCCESS DAM,SCC,692,36.061,-118.922,TULARE,TULE R
SUGAR PINE,SGP,3843,39.128,-120.75,PLACER,AMERICAN R
SUMMIT MEADOW,SDW,9313,38.3975,-119.5356,MONO,WALKER R
SUNRISE CLUB,SNC,0,38.185,-122.083,SOLANO,DELTA
TAHOE CITY (NWS),TAC,6230,39.167,-120.133,PLACER,LAKE TAHOE
TAHOE CITY CROSS,TCC,6750,39.171439,-120.154658,PLACER,LAKE TAHOE
TALEGA,TAL,1203,33.475,-117.487,SAN DIEGO,SANTA MARGARITA R
TAMARACK SUMMIT,TMR,7550,37.165,-119.2,FRESNO,SAN JOAQUIN R
TANBARK ANGELES NF,TAN,2730,34.167,-117.767,LOS ANGELES,LOS ANGELES R
TARGET RANGE PENDELTON,CMP,918,33.372,-117.359,SAN DIEGO,SANTA MARGARITA R
TAYLOR RIDGE,TYR,4000,40.917,-122.817,TRINITY,TRINITY R
TELEGRAPH HILL,TLH,3730,38.03,-120.353,TUOLUMNE,STANISLAUS R
TENAYA LAKE,TNY,8150,37.838,-119.448,MARIPOSA,MERCED R
TERMINUS DAM,TRM,752,36.415,-119.002,TULARE,KAWEAH R
THERMALITO AFTERBAY,TAB,140,39.45,-121.633,BUTTE,FEATHER R
THERMALITO RIVER OUTLET WEATHER STATION,TWS,110,39.458,-121.671,BUTTE,FEATHER R
THOMES CREEK (CDF),TCK,1025,39.858,-122.612,TEHAMA,SACRAMENTO R
THOMES CREEK AT PASKENTA,THO,720,39.88784027,-122.5285645,TEHAMA,SACRAMENTO R
THOMPSON CREEK DAM,THP,1600,34.139,-117.709,LOS ANGELES,LOS ANGELES R
THOMPSON VALLEY,TVL,5404,39.979,-120.4789,PLUMAS,FEATHER R
THOUSAND OAKS RAWS,TOK,795,34.21,-118.87,VENTURA,SANTA CLARA R
THREE MILE SLOUGH,TMS,15,38.106,-121.7,SACRAMENTO,SACRAMENTO R
THREEMILE SLOUGH AT SAN JOAQUIN RIVER,TSL,10,38.1033,-121.6861,SACRAMENTO,SACRAMENTO R
TIGER CREEK POWERHOUSE,TCP,2360,38.45,-120.483,CALAVERAS,MOKELUMNE R
TIOGA PASS ENTRY STATION,TES,9945,37.91085434,-119.2584534,TUOLUMNE,TUOLUMNE R
TOMASINI POINT,TMP,40,38.117,-122.85,MARIN,COAST-MARIN
TONNER CANYON,TNR,1340,33.9475,-117.8222,LOS ANGELES,SANTA ANA R
TOPANGA RAWS,TPG,1600,34.1364,-118.605,LOS ANGELES,VENTURA LA COASTAL
TOTAL RELEASE-FEATHER R BLW THERMALITO,THA,900,39.45,-121.633,BUTTE,FEATHER R
TRACY PUMPING PLANT,TRP,3,37.8,-121.585,SAN JOAQUIN,SAN JOAQUIN R
TRAVIS AFB,TAF,59,38.2667,-121.9333,SOLANO,DELTA
TRIMMER,TRI,1540,36.9,-119.2,FRESNO,KINGS R
TRINITY CAMP,TNC,2100,40.679,-122.833,TRINITY,TRINITY R
TRINITY GUARD STATION,TGS,4100,40.825,-122.66,TRINITY,TRINITY R
TRINITY LAKE,CLE,2370,40.801,-122.762,TRINITY,TRINITY R
TRINITY RIVER AT DOUGLAS CITY,DGC,1600,40.64527893,-122.956665,TRINITY,TRINITY R
TRINITY RIVER AT HOOPA,HPA,330,41.04985046,-123.6736679,HUMBOLDT,TRINITY R
TROUGH SPRING,TRS,4000,39.296,-122.654,COLUSA,STONY CR
TRUCKEE 2,TK2,6400,39.3,-120.194,PLACER,TRUCKEE R
TRUCKEE RIVER AT TAHOE CITY,TTC,5930,39.1662941,-120.1443558,PLACER,TRUCKEE R
TRUCKEE RS (OBS),TKE,6020,39.333,-120.183,NEVADA,TRUCKEE R
TULARE PRECIPITATION INDEX,6SI,0,36.288,-118.702,TULARE,TULARE LAKE
TULLOCH,TUL,515,37.875,-120.603,CALAVERAS,STANISLAUS R
TUNNEL GUARD STATION,TUN,8900,36.367,-118.288,TULARE,KERN R
TUOLUMNE CANAL NEAR LONG BARN,STU,4110,38.093,-120.167,TUOLUMNE,STANISLAUS R
TUOLUMNE MEADOWS,TUM,8600,37.873,-119.35,TUOLUMNE,TUOLUMNE R
TUOLUMNE MEADOWS (NPS),TMM,9200,37.868,-119.319,TUOLUMNE,TUOLUMNE R
TUOLUMNE R AT THE GRAND CYN OF TUOLUMNE,TGC,3830,37.91658783,-119.6598969,TUOLUMNE,TUOLUMNE R
TUOLUMNE R BLW LA GRANGE DAM NR LA GRANG,LGN,170,37.6663208,-120.4421387,STANISLAUS,TUOLUMNE R
TUOLUMNE R-LA GRANGE DAM,TLG,170,37.666,-120.441,STANISLAUS,TUOLUMNE R
TUOLUMNE RIVER AT MODESTO,MOD,90,37.62687683,-120.9879913,STANISLAUS,TUOLUMNE R
UNION ISLAND,UNI,0,37.824,-121.376,SAN JOAQUIN,DELTA
UNION VALLEY,UNV,4870,38.864,-120.438,EL DORADO,AMERICAN R
UPPER BURNT CORRAL,UBC,9700,37.18355942,-118.937767,FRESNO,KINGS R
UPPER TYNDALL CREEK,UTY,11400,36.65,-118.397,TULARE,KERN R
VALLECITOS,VSB,635,37.5985,-121.8193,ALAMEDA,SF BAY
VALLEY CENTER,VAL,1370,33.2394,-117.0142,SAN DIEGO,SAN LUIS REY R
VALYERMO,VLY,3780,34.446,-117.851,LOS ANGELES,ANTELOPE VALLEY
VAN ARSDALE RESERVOIR 24HR AVG,VAR,1494,39.3839,-123.1025,MENDOCINO,EEL R
VAN VLECK,VVL,6700,38.943947,-120.306058,EL DORADO,AMERICAN R
VANDENBERG,VAN,1050,34.759,-120.486,SANTA BARBARA,SANTA YNEZ R
VENADO,VEN,1260,38.617,-123.017,SONOMA,RUSSIAN R
VERNALIS (USBR),VER,0,37.667,-121.267,SAN JOAQUIN,SAN JOAQUIN R
VICTORIA CANAL NEAR BYRON,VCU,0,37.8717,-121.5283,SAN JOAQUIN,DELTA
VICTORIA ISLAND,VIC,0,37.891,-121.489,SAN JOAQUIN,DELTA
VINTON,VNT,4944,39.8,-120.183,PLUMAS,FEATHER R
VIRGINIA LAKES RIDGE,VRG,9300,38.077,-119.234,MONO,WALKER R
VOLANTI,VOL,8,38.181,-122.046,SOLANO,DELTA
VOLCANIC KNOB,VLC,10050,37.388,-118.903,FRESNO,SAN JOAQUIN R
WALKER PASS,WKP,5572,35.6658,-118.0569,KERN,KERN R
WALNUT CREEK AT PUDDINGSTONE DAM,PDD,1030,34.092,-117.807,LOS ANGELES,SAN GABRIEL R
WALNUT CREEK SB,WLN,520,34.074,-117.874,LOS ANGELES,SAN GABRIEL R
WARD CREEK 3,WC3,6750,39.135574,-120.218678,PLACER,LAKE TAHOE
WARM SPRINGS (USACE),WRS,440,38.723,-123.01,SONOMA,RUSSIAN R
WARM SPRINGS (USFS),WSG,4020,34.583,-118.55,LOS ANGELES,SANTA CLARA R
WAWONA RAWS,WWN,4300,37.534443,-119.644997,MARIPOSA,MERCED R
WEAVERVILLE RS,WVR,2050,40.733,-122.95,TRINITY,TRINITY R
WEED AIRPORT,WED,2930,41.478889,-122.45472,SISKIYOU,SHASTA R
WEST WOODCHUCK MEADOW,WWC,9100,37.03,-118.918,FRESNO,KINGS R
WESTFALL,WST,4880,37.4494,-119.6497,MARIPOSA,FRESNO R
WESTWOOD,WWD,5150,40.307,-120.9,LASSEN,FEATHER R
WET MEADOWS,WTM,8950,36.348,-118.572,TULARE,KERN R
WHISKEYTOWN DAM (USBR),WHI,1210,40.598,-122.537,SHASTA,SACRAMENTO R
WHISPERING PINES,WSP,2700,38.805833,-122.708333,LAKE,PUTAH CR
WHITAKER,WTK,4120,34.569,-118.74,LOS ANGELES,SANTA CLARA R
WHITE CLOUD,WTC,4321,39.3167,-120.8375,NEVADA,YUBA R
WHITE WOLF,WHW,7900,37.8595,-119.6516,TUOLUMNE,TUOLUMNE R
WHITMORE (CDF),WHT,2454,40.6194,-121.8994,SHASTA,SACRAMENTO R
WHITTIER HILLS WILDERNESS PRESERVE,WWP,950,33.984,-118.01,LOS ANGELES,SAN GABRIEL R
WILEY RIDGE,WLY,1665,34.3717,-118.8408,VENTURA,VENTURA LA COASTAL
WILLITS HOWARD RS,WIL,1925,39.3506,-123.3217,MENDOCINO,RUSSIAN R
WISHON,WSN,6560,37.005,-118.969,FRESNO,KINGS R
WISHON DAM (PG&E),WSD,6550,37.003,-118.986,FRESNO,KINGS R
YORKVILLE,YOR,1100,38.9053,-123.2314,MENDOCINO,RUSSIAN R
YOSEMITE AT YOSEMITE VALLEY,YYV,4200,37.74,-119.589,MARIPOSA,MERCED R
YOSEMITE HEADQUARTERS,YSV,3966,37.74,-119.583,MARIPOSA,MERCED R
YOSEMITE NEAR WAWONA,YOW,4957,37.508,-119.632,MARIPOSA,MERCED R
YUBA RIVER NEAR MARYSVILLE,MRY,88,39.17572403,-121.5249634,YUBA,YUBA R
